title,description,city,address,postal_code,start_date,content
Mandragores,"Mandragores avec : Juli About, Céline Achour, Eric Acostachioaei, Isabelle Aguera, Théophile Arcelin, Adriana Balazova, Sarah Barthe, Nicolas Bernière, Anne Bertoin, Nathalie Bibougou, Morgan Bisoux, Régina Blaim, Ana Bloom, Sasha C. Bokobza, Eric Bottero, Aurélie Brame, Noémie Brancard, Anne Brenner, Marie Cagnasso, Olga Caldas, Ludovic Cantais, John Carrid, Côme Cathalaa, Jacques Cauda, Elsa Cha, Amel Chaggour, Claire Chalet, Benoit Chapon, Zoë Chiar, Tamara Chkhikvadze, Eric Citerne, Maria Clark, ML Colrat, Adrien Conrad, Céline Cornillaux, Sébastien Crosnier, Ariane Crozet, Ayako David Kawauchi, Daphné Dejay, Harold Denneulin, Michel Devoisin Lagarde, Laure Djourado, Elise Doss, Alain Duchesne, Irina Eliashvili, Céline Excoffon, Dominique Forest, Sarah Fouquet, Aurélie Galois, Justine Gasquet, Cécile Gonneau, Fariba Gorijian, Magali Goubert, Clémentine Gouin, Julien Griffaud, Aurélia Gritte, Guacolda, Florence Guillemot Vilain, Jb Hanak, Larisa Hancu, Ewa Held, Nicolas Hell, Eléonore Janny, Joko, Michaël Jourdet, Katia Kameneva, Hana Kanehisa, Laurie Karp, Lucie Kerouedan, Khriska, Katarina Kudelova, Edith Landau, Cassandre Lepicard, Chloé Lethbridge, Quentin Liu, Sophie Lormeau, Paquita Loup, Anna March, Mark Peintre, Brigitte Masquelier, Marine Médal, Hélène Milakis, Hope Mokded, Laure Molina, Géraud Mordin, Pascale Morel, Ricardo Mosner, Hélène Mougin, Julie Navarro, Piet.sO, Eléonore Pironneau, Frédéric Pompeani, Vincent Puren, Jeanne Rimbert, Stella Rinke, Daniela Roman, Sarah Roshem, Sophie Sainrapt, Mariko Saito, Patricia Salen, Clotilde Salmon, Delphine Sandoz, Alice Sfintesco, Simone, Marilda Simonidhi, Rose Slavy, Marianne Smolska, Bettina Sultan, Anne-Claire Thevenot, Albertine Trichon, Julia Tsapurak, Céline Turlotte, Xecon Uddin, Florence Vasseur, Annabelle Verhaeghe, Isabelle Vernier, Doina Vieru, Hélèna Villovitch, Egle Vismante, Jing Wang, Dominique Weill, Charlie Wellecam, Catherine Wolff, Esther Wuhrlin, Jola Zauscinska, Wenjue Zhang.",Paris,24 bis rue Saint-Roch 75001,75001,2026-02-08 10:00:00+00:00,"Evenement : Mandragores. Lieu : 24 bis rue Saint-Roch 75001, Paris. Date : 08/02/2026. Description : Mandragores avec : Juli About, Céline Achour, Eric Acostachioaei, Isabelle Aguera, Théophile Arcelin, Adriana Balazova, Sarah Barthe, Nicolas Bernière, Anne Bertoin, Nathalie Bibougou, Morgan Bisoux, Régina Blaim, Ana Bloom, Sasha C. Bokobza, Eric Bottero, Aurélie Brame, Noémie Brancard, Anne Brenner, Marie Cagnasso, Olga Caldas, Ludovic Cantais, John Carrid, Côme Cathalaa, Jacques Cauda, Elsa Cha, Amel Chaggour, Claire Chalet, Benoit Chapon, Zoë Chiar, Tamara Chkhikvadze, Eric Citerne, Maria Clark, ML Colrat, Adrien Conrad, Céline Cornillaux, Sébastien Crosnier, Ariane Crozet, Ayako David Kawauchi, Daphné Dejay, Harold Denneulin, Michel Devoisin Lagarde, Laure Djourado, Elise Doss, Alain Duchesne, Irina Eliashvili, Céline Excoffon, Dominique Forest, Sarah Fouquet, Aurélie Galois, Justine Gasquet, Cécile Gonneau, Fariba Gorijian, Magali Goubert, Clémentine Gouin, Julien Griffaud, Aurélia Gritte, Guacolda, Florence Guillemot Vilain, Jb Hanak, Larisa Hancu, Ewa Held, Nicolas Hell, Eléonore Janny, Joko, Michaël Jourdet, Katia Kameneva, Hana Kanehisa, Laurie Karp, Lucie Kerouedan, Khriska, Katarina Kudelova, Edith Landau, Cassandre Lepicard, Chloé Lethbridge, Quentin Liu, Sophie Lormeau, Paquita Loup, Anna March, Mark Peintre, Brigitte Masquelier, Marine Médal, Hélène Milakis, Hope Mokded, Laure Molina, Géraud Mordin, Pascale Morel, Ricardo Mosner, Hélène Mougin, Julie Navarro, Piet.sO, Eléonore Pironneau, Frédéric Pompeani, Vincent Puren, Jeanne Rimbert, Stella Rinke, Daniela Roman, Sarah Roshem, Sophie Sainrapt, Mariko Saito, Patricia Salen, Clotilde Salmon, Delphine Sandoz, Alice Sfintesco, Simone, Marilda Simonidhi, Rose Slavy, Marianne Smolska, Bettina Sultan, Anne-Claire Thevenot, Albertine Trichon, Julia Tsapurak, Céline Turlotte, Xecon Uddin, Florence Vasseur, Annabelle Verhaeghe, Isabelle Vernier, Doina Vieru, Hélèna Villovitch, Egle Vismante, Jing Wang, Dominique Weill, Charlie Wellecam, Catherine Wolff, Esther Wuhrlin, Jola Zauscinska, Wenjue Zhang."
Concert d'orgue de Juraj Křemen,Concert d'orgue de l'organiste slovaque Juraj Křemen,Paris,"Eglise de la Madeleine, Place de la Madeleine, 75008 Paris",75008,2026-02-08 15:00:00+00:00,"Evenement : Concert d'orgue de Juraj Křemen. Lieu : Eglise de la Madeleine, Place de la Madeleine, 75008 Paris, Paris. Date : 08/02/2026. Description : Concert d'orgue de l'organiste slovaque Juraj Křemen"
"Ananda

Félicité immuable

Usha Raghavan - Danse Bharatanatyam","""Ananda"" en sanskrit signifie la félicité immuable ou la joie profonde qui vient de la réalisation spirituelle et de l'union avec le divin. C'est la joie ultime, et le plus haut niveau d'existence. Dans ""Ananda"", la danseuse présentera des compositions inspirées d'histoires sur l'amour et le désir divins, pour illustrer un voyage de la dualité vers l'unité, une métaphore de l'union de l'âme avec le divin et la félicité qu'elle apporte.

Usha Raghavan est une danseuse, professeure et chorégraphe de Bharata Natyam de renommée internationale originaire de Chennai, en Inde. Fondatrice de l'institut Kalsagara UK, Usha est connue pour sa contribution significative à l'enrichissement et la propagation de la culture indienne, pour laquelle elle a reçu la distinction d'Acharya Ratna (Nritya) de l'Arts Council of England and Milapfest.

Usha est très fière de sa collaboration avec Milena Salvini et Roger Filipuzzi, fondateurs du Centre Mandapa, depuis qu'elle fut invitée en 1980 à enseigner et danser à Paris. La performance d'aujourd'hui célèbre cette collaboration artistique de plus de 45 ans.

Cie Kalasagara",Paris,6 rue Wurtz,75013,2026-02-08 14:00:00+00:00,"Evenement : Ananda

Félicité immuable

Usha Raghavan - Danse Bharatanatyam. Lieu : 6 rue Wurtz, Paris. Date : 08/02/2026. Description : ""Ananda"" en sanskrit signifie la félicité immuable ou la joie profonde qui vient de la réalisation spirituelle et de l'union avec le divin. C'est la joie ultime, et le plus haut niveau d'existence. Dans ""Ananda"", la danseuse présentera des compositions inspirées d'histoires sur l'amour et le désir divins, pour illustrer un voyage de la dualité vers l'unité, une métaphore de l'union de l'âme avec le divin et la félicité qu'elle apporte.

Usha Raghavan est une danseuse, professeure et chorégraphe de Bharata Natyam de renommée internationale originaire de Chennai, en Inde. Fondatrice de l'institut Kalsagara UK, Usha est connue pour sa contribution significative à l'enrichissement et la propagation de la culture indienne, pour laquelle elle a reçu la distinction d'Acharya Ratna (Nritya) de l'Arts Council of England and Milapfest.

Usha est très fière de sa collaboration avec Milena Salvini et Roger Filipuzzi, fondateurs du Centre Mandapa, depuis qu'elle fut invitée en 1980 à enseigner et danser à Paris. La performance d'aujourd'hui célèbre cette collaboration artistique de plus de 45 ans.

Cie Kalasagara"
Centre Audiovisuel Simone de Beauvoir : Les festins d'Occitane,avec Occitane Lacurie,Paris,"20, rue du Temple, Paris",75004,2026-02-08 10:00:00+00:00,"Evenement : Centre Audiovisuel Simone de Beauvoir : Les festins d'Occitane. Lieu : 20, rue du Temple, Paris, Paris. Date : 08/02/2026. Description : avec Occitane Lacurie"
CINÉ-CONCERT · Loulou,Dimanche 8 février · 10h45,Paris,"170 boulevard de Magenta, Paris 10e arrondissement",75010,2026-02-08 09:45:00+00:00,"Evenement : CINÉ-CONCERT · Loulou. Lieu : 170 boulevard de Magenta, Paris 10e arrondissement, Paris. Date : 08/02/2026. Description : Dimanche 8 février · 10h45"
Les femmes et le Rebetiko - Grèce,"En Grèce, le periptero est le kiosque du coin de la rue, on y trouve de tout et à toute heure. On trouve aussi de tout dans ce Periptero musical...

En Grèce, le periptero est le kiosque du coin de la rue, on y trouve de tout et à toute heure. On trouve aussi de tout dans ce Periptero musical : chant, bouzoukis, ouds, guitare, violon, accordéon, baglama, percussions diverses.

Le groupe puise l’essentiel de son répertoire dans le rebetiko, la musique urbaine des années 1920-1950, et dans les musiques traditionnelles grecques. Qu’on l’écoute ou qu’on la danse, cette musique de taverne ne peut se passer d’un verre de vin et d’une bande d’amis !

Les musiques du groupe Periptero reflètent les émotions populaires à travers les âges. C'est à la fois une histoire contemporaine et des temps passés.

Coutsoloucas Stéphane - bouzouki

Daskalothanassis Dimitri - percussions, voix

Drossos Electra - violon

Guidi Pierre - accordéon

Roman Laurent - oud, percussions, voix

Panagiotakopoulos Christos - guitare, chant

Koulouris Effie - bouzouki, chant

Cie Periptero",Paris,6 rue Wurtz,75013,2026-02-07 19:30:00+00:00,"Evenement : Les femmes et le Rebetiko - Grèce. Lieu : 6 rue Wurtz, Paris. Date : 07/02/2026. Description : En Grèce, le periptero est le kiosque du coin de la rue, on y trouve de tout et à toute heure. On trouve aussi de tout dans ce Periptero musical...

En Grèce, le periptero est le kiosque du coin de la rue, on y trouve de tout et à toute heure. On trouve aussi de tout dans ce Periptero musical : chant, bouzoukis, ouds, guitare, violon, accordéon, baglama, percussions diverses.

Le groupe puise l’essentiel de son répertoire dans le rebetiko, la musique urbaine des années 1920-1950, et dans les musiques traditionnelles grecques. Qu’on l’écoute ou qu’on la danse, cette musique de taverne ne peut se passer d’un verre de vin et d’une bande d’amis !

Les musiques du groupe Periptero reflètent les émotions populaires à travers les âges. C'est à la fois une histoire contemporaine et des temps passés.

Coutsoloucas Stéphane - bouzouki

Daskalothanassis Dimitri - percussions, voix

Drossos Electra - violon

Guidi Pierre - accordéon

Roman Laurent - oud, percussions, voix

Panagiotakopoulos Christos - guitare, chant

Koulouris Effie - bouzouki, chant

Cie Periptero"
"Ciné-club du collectif 1871, collectif militant : ""On n'est pas nos parents""",Ciné-club du collectif 1871,Paris,"20, rue du Temple, Paris",75004,2026-02-07 16:30:00+00:00,"Evenement : Ciné-club du collectif 1871, collectif militant : ""On n'est pas nos parents"". Lieu : 20, rue du Temple, Paris, Paris. Date : 07/02/2026. Description : Ciné-club du collectif 1871"
Ciné RELAX - À PIED D'OEUVRE,Le dispositif Relax rend la culture accessible en inclusion à des personnes qui en sont privées par leur handicap.,Paris,"98 Bd du Montparnasse, Paris",75014,2026-02-07 14:30:00+00:00,"Evenement : Ciné RELAX - À PIED D'OEUVRE. Lieu : 98 Bd du Montparnasse, Paris, Paris. Date : 07/02/2026. Description : Le dispositif Relax rend la culture accessible en inclusion à des personnes qui en sont privées par leur handicap."
Atelier - Initiation à l'électro,"**Atelier - Initiation à l'électro**
------------------------------------

### _Venez apprendre tous les secrets sur vos appareils électro !_

Initiative qui vise à rendre l'électricité et ses applications plus compréhensibles, à travers des démonstrations et des manipulations concrètes !  
\- niveau débutant - matériel fourni -

### _Infos pratiques_

**LIEU**  
L'Atelier de La Ressourcerie Créative, 95 avenue du Général Leclerc, 75014 Paris  
**HORAIRE**  
Samedi 07 février • 14h30 - 17h30

[\> S'inscrire ici !](https://www.laressourceriecreative.com/ateliersgrandpublic)",Paris,"95 avenue du Général Leclerc, 75014 Paris",75014,2026-02-07 13:30:00+00:00,"Evenement : Atelier - Initiation à l'électro. Lieu : 95 avenue du Général Leclerc, 75014 Paris, Paris. Date : 07/02/2026. Description : **Atelier - Initiation à l'électro**
------------------------------------

### _Venez apprendre tous les secrets sur vos appareils électro !_

Initiative qui vise à rendre l'électricité et ses applications plus compréhensibles, à travers des démonstrations et des manipulations concrètes !  
\- niveau débutant - matériel fourni -

### _Infos pratiques_

**LIEU**  
L'Atelier de La Ressourcerie Créative, 95 avenue du Général Leclerc, 75014 Paris  
**HORAIRE**  
Samedi 07 février • 14h30 - 17h30

[\> S'inscrire ici !](https://www.laressourceriecreative.com/ateliersgrandpublic)"
Atelier en famille - Décoration de boîtes,"**Atelier en famille - Décoration de boîtes**
---------------------------------------------

### _Laissez libre cours à votre créativité et à votre originalité !_

Venez décorer en famille, de super boîtes avec les papiers et autres matériaux reçus en don à La Ressourcerie. De quoi apprendre à réduire vos déchets tout en réalisant une incroyable déco !  
\- à partir de 10 ans - niveau débutant - matériel fourni -

### _Infos pratiques_

**LIEU**  
L'Atelier de La Ressourcerie Créative, 95 avenue du Général Leclerc, 75014 Paris  
**HORAIRE**  
Samedi 07 février • 10h30 - 12h30

[\> S'inscrire ici !](https://www.laressourceriecreative.com/ateliersgrandpublic)",Paris,"95 avenue du Général Leclerc, 75014 Paris",75014,2026-02-07 09:30:00+00:00,"Evenement : Atelier en famille - Décoration de boîtes. Lieu : 95 avenue du Général Leclerc, 75014 Paris, Paris. Date : 07/02/2026. Description : **Atelier en famille - Décoration de boîtes**
---------------------------------------------

### _Laissez libre cours à votre créativité et à votre originalité !_

Venez décorer en famille, de super boîtes avec les papiers et autres matériaux reçus en don à La Ressourcerie. De quoi apprendre à réduire vos déchets tout en réalisant une incroyable déco !  
\- à partir de 10 ans - niveau débutant - matériel fourni -

### _Infos pratiques_

**LIEU**  
L'Atelier de La Ressourcerie Créative, 95 avenue du Général Leclerc, 75014 Paris  
**HORAIRE**  
Samedi 07 février • 10h30 - 12h30

[\> S'inscrire ici !](https://www.laressourceriecreative.com/ateliersgrandpublic)"
"GARANCE ""SŒUR.E.S""","**GARANCE ""SŒUR.E.S"" - Anthologie Subjective de la Chanson Féministe + invité.e.s**

J'ai fouillé dans mes archives personnelles et dans celles de mes pair.e.s, et je vous convie, toutes et tous, à venir écouter des chansons qui se veulent porteuses de messages, qui dénoncent ou qui tendent vers un espoir. On fera ça joyeusement, courageusement, on rira certainement parce qu'il faut bien, en rire. On criera aussi, parce qu'il faut crier. On se tiendra chaud surtout. On projettera nos rêves et nos voix.

Je serai bien entourée, liste des porteureuses de flambeaux à venir !

[Site internet](http://www.garance-lesite.com) [Facebook](http://www.facebook.com/garancemusique) [Instagram](http://www.instagram.com/garancemusique)

Crédit photo : La Fête Sauvage",Paris,124 avenue de la république 75011 paris,75011,2026-02-06 19:30:00+00:00,"Evenement : GARANCE ""SŒUR.E.S"". Lieu : 124 avenue de la république 75011 paris, Paris. Date : 06/02/2026. Description : **GARANCE ""SŒUR.E.S"" - Anthologie Subjective de la Chanson Féministe + invité.e.s**

J'ai fouillé dans mes archives personnelles et dans celles de mes pair.e.s, et je vous convie, toutes et tous, à venir écouter des chansons qui se veulent porteuses de messages, qui dénoncent ou qui tendent vers un espoir. On fera ça joyeusement, courageusement, on rira certainement parce qu'il faut bien, en rire. On criera aussi, parce qu'il faut crier. On se tiendra chaud surtout. On projettera nos rêves et nos voix.

Je serai bien entourée, liste des porteureuses de flambeaux à venir !

[Site internet](http://www.garance-lesite.com) [Facebook](http://www.facebook.com/garancemusique) [Instagram](http://www.instagram.com/garancemusique)

Crédit photo : La Fête Sauvage"
WHAT THE CLUB - Phantom of the Paradise + Blind Test Clip,WHAT THE CLUB ?? ciné-club des Cinémas indépendants parisiens,Paris,"20, rue du Temple, Paris",75004,2026-02-06 19:00:00+00:00,"Evenement : WHAT THE CLUB - Phantom of the Paradise + Blind Test Clip. Lieu : 20, rue du Temple, Paris, Paris. Date : 06/02/2026. Description : WHAT THE CLUB ?? ciné-club des Cinémas indépendants parisiens"
Génération Céline,"Richard Walter productions (licence n°R-2022006816 - R2022008495) présente

GÉNÉRATION CÉLINE  
4 VOIX POUR UNE LÉGENDE

Après l’incroyable succès de L’HÉRITAGE GOLDMAN, LE CONCERT EXTRAORDINAIRE  
nous offre un nouveau spectacle XXL : GÉNÉRATION CÉLINE !

Plongez au coeur de l'univers musical envoûtant de la plus grande chanteuse  
francophone de tous les temps : CÉLINE DION.

Un spectacle inédit qui célèbre la carrière exceptionnelle de cette icône de la musique,  
sous la direction artistique de l’incontournable ERICK BENZI, auquel nous devons la  
réalisation de ses plus grands succès en France.

Vivez une expérience immersive et émotionnelle unique en son genre, à travers les  
chansons intemporelles de CÉLINE qui vous sont présentées par de jeunes artistes  
aux voix uniques dans un spectacle à couper le souffle !

Laissez-vous emporter par la magie de ses succès inoubliables et découvrez l'héritage  
musical incomparable de cette légende vivante.

GÉNÉRATION CÉLINE : Un hommage vibrant à une artiste d'exception qui continue  
d'inspirer des générations entières et de toucher le coeur de millions de fans à travers le  
monde.

Pour \[RE\]VIVRE sur scène l’émotion et le partage d’un répertoire incontournable.  
Deux heures de pur bonheur et de communion pour tous les fans de CÉLINE et de ses  
chansons mythiques...

Vous avez aimé ""L’HERITAGE GOLDMAN""…  
Vous adorerez ""GÉNÉRATION CÉLINE"" !

En tournée dans toute la France

Locations : points de ventes habituels

Lien bande annonce : [https://www.youtube.com/watch?v=upRZ7hpBMpM](https://www.youtube.com/watch?v=upRZ7hpBMpM)

Site internet :[https://www.leconcertextraordinaire.com/en-tournee/generation-celine-concerts](https://www.leconcertextraordinaire.com/en-tournee/generation-celine-concerts)

Facebook : [https://www.facebook.com/leconcertextraordinaire](https://www.facebook.com/leconcertextraordinaire)  
Instagram : [https://www.instagram.com/leconcertextraordinaire/](https://www.instagram.com/leconcertextraordinaire/)

Infos Groupes et CE : Haracom Tél: 03.21.26.52.94",Paris,34 Boulevard Victor - 75015 Paris,75015,2026-02-06 19:30:00+00:00,"Evenement : Génération Céline. Lieu : 34 Boulevard Victor - 75015 Paris, Paris. Date : 06/02/2026. Description : Richard Walter productions (licence n°R-2022006816 - R2022008495) présente

GÉNÉRATION CÉLINE  
4 VOIX POUR UNE LÉGENDE

Après l’incroyable succès de L’HÉRITAGE GOLDMAN, LE CONCERT EXTRAORDINAIRE  
nous offre un nouveau spectacle XXL : GÉNÉRATION CÉLINE !

Plongez au coeur de l'univers musical envoûtant de la plus grande chanteuse  
francophone de tous les temps : CÉLINE DION.

Un spectacle inédit qui célèbre la carrière exceptionnelle de cette icône de la musique,  
sous la direction artistique de l’incontournable ERICK BENZI, auquel nous devons la  
réalisation de ses plus grands succès en France.

Vivez une expérience immersive et émotionnelle unique en son genre, à travers les  
chansons intemporelles de CÉLINE qui vous sont présentées par de jeunes artistes  
aux voix uniques dans un spectacle à couper le souffle !

Laissez-vous emporter par la magie de ses succès inoubliables et découvrez l'héritage  
musical incomparable de cette légende vivante.

GÉNÉRATION CÉLINE : Un hommage vibrant à une artiste d'exception qui continue  
d'inspirer des générations entières et de toucher le coeur de millions de fans à travers le  
monde.

Pour \[RE\]VIVRE sur scène l’émotion et le partage d’un répertoire incontournable.  
Deux heures de pur bonheur et de communion pour tous les fans de CÉLINE et de ses  
chansons mythiques...

Vous avez aimé ""L’HERITAGE GOLDMAN""…  
Vous adorerez ""GÉNÉRATION CÉLINE"" !

En tournée dans toute la France

Locations : points de ventes habituels

Lien bande annonce : [https://www.youtube.com/watch?v=upRZ7hpBMpM](https://www.youtube.com/watch?v=upRZ7hpBMpM)

Site internet :[https://www.leconcertextraordinaire.com/en-tournee/generation-celine-concerts](https://www.leconcertextraordinaire.com/en-tournee/generation-celine-concerts)

Facebook : [https://www.facebook.com/leconcertextraordinaire](https://www.facebook.com/leconcertextraordinaire)  
Instagram : [https://www.instagram.com/leconcertextraordinaire/](https://www.instagram.com/leconcertextraordinaire/)

Infos Groupes et CE : Haracom Tél: 03.21.26.52.94"
Le cocher du Rabbi - Conte oriental,"Ralph Nataf raconte avec malice. La tendresse qu’il porte à ses personnages nous les rend intimes et attachants.

Est-ce de la sagesse qui prend le goût du rire, ou est-ce le rire qui conduit à la sagesse ?

À moins que les deux, rire et sagesse, ne soient indissociables comme deux faces d’une même pièce.

""Après avoir monté, il y a 30 ans, le spectacle Zâaïfrana, contes de Tunisie et la Fille à l’Étoile d’or, Contes du Maghreb,

j’aborde dans ce spectacle, l’autre dimension de ma double culture. ""

Ralph Nataf

Cie ""A Fleur de Mots""",Paris,6 rue Wurtz,75013,2026-02-06 19:30:00+00:00,"Evenement : Le cocher du Rabbi - Conte oriental. Lieu : 6 rue Wurtz, Paris. Date : 06/02/2026. Description : Ralph Nataf raconte avec malice. La tendresse qu’il porte à ses personnages nous les rend intimes et attachants.

Est-ce de la sagesse qui prend le goût du rire, ou est-ce le rire qui conduit à la sagesse ?

À moins que les deux, rire et sagesse, ne soient indissociables comme deux faces d’une même pièce.

""Après avoir monté, il y a 30 ans, le spectacle Zâaïfrana, contes de Tunisie et la Fille à l’Étoile d’or, Contes du Maghreb,

j’aborde dans ce spectacle, l’autre dimension de ma double culture. ""

Ralph Nataf

Cie ""A Fleur de Mots"""
"Charlotte Grenat 'L'Instant Présent' le 6 février 2026, Théâtre Stéphane Gildas, Paris","Venez découvrir ou retrouver l'univers de Charlotte Grenat ! En passant par la musique classique au conservatoire, le Théâtre classique, de rue, Café-théâtre, l'école de la chanson d'A. Donna, L'écriture avec C. Lemesle, le groupe « Génération » (Label Tréma), des comédies musicales enfantines contées par O. Minne ( Kid’Factory-Harmonia Mundi) l'enregistrement de chansons et contes du répertoire enfantin (Caravage), le CD (sorti chez Universal Classique) puis le spectacle « Mademoiselle Maya en Ut intégral », des chansons co-écrites pour divers artistes dont S. Réggiani et G. Montagné, le duo « Petits Bonheurs », aujourd'hui, elle sort son premier CD personnel, paroles et musiques, et sera pour l'occasion entourée sur la scène du Théâtre Gildas, le 6 Février à 19h30, par les musiciens ayant participé au projet. Entre pop, rock, des chansons à textes, poétiques et/ou piquantes . C'est fort, et ça fait du bien !

Invité : Jann Halexander

Charlotte Grenat en concert 'L'Instant Présent'  
6 février 2026  
Théâtre Stéphane Gildas  
16 rue de Tolbiac, 75013 Paris  
19h30  
Réserver : billetreduc / 0603246864 (sms)",Paris,16 rue de Tolbiac,75013,2026-02-06 18:30:00+00:00,"Evenement : Charlotte Grenat 'L'Instant Présent' le 6 février 2026, Théâtre Stéphane Gildas, Paris. Lieu : 16 rue de Tolbiac, Paris. Date : 06/02/2026. Description : Venez découvrir ou retrouver l'univers de Charlotte Grenat ! En passant par la musique classique au conservatoire, le Théâtre classique, de rue, Café-théâtre, l'école de la chanson d'A. Donna, L'écriture avec C. Lemesle, le groupe « Génération » (Label Tréma), des comédies musicales enfantines contées par O. Minne ( Kid’Factory-Harmonia Mundi) l'enregistrement de chansons et contes du répertoire enfantin (Caravage), le CD (sorti chez Universal Classique) puis le spectacle « Mademoiselle Maya en Ut intégral », des chansons co-écrites pour divers artistes dont S. Réggiani et G. Montagné, le duo « Petits Bonheurs », aujourd'hui, elle sort son premier CD personnel, paroles et musiques, et sera pour l'occasion entourée sur la scène du Théâtre Gildas, le 6 Février à 19h30, par les musiciens ayant participé au projet. Entre pop, rock, des chansons à textes, poétiques et/ou piquantes . C'est fort, et ça fait du bien !

Invité : Jann Halexander

Charlotte Grenat en concert 'L'Instant Présent'  
6 février 2026  
Théâtre Stéphane Gildas  
16 rue de Tolbiac, 75013 Paris  
19h30  
Réserver : billetreduc / 0603246864 (sms)"
Stage - La voix chantée dans les Musiques Actuelles – Parcours intensif,"**Stage - La voix chantée dans les Musiques Actuelles – Parcours intensif**  
Explorez le potentiel de votre voix ! De l'échauffement à la scène, en passant par l'enregistrement, cette formation certifiante vous permettra de développer vos compétences et votre identité vocale.  
**Finalités**  
Une préparation aux épreuves de la certification professionnelle « la voix chantée dans les musiques actuelles » enregistrée au répertoire spécifique de France Compétences (fiche n° RS7257) à destination des artistes-interprètes, comédiens, musiciens, danseurs et autres professionnels du spectacle pouvant participer à des prestations scéniques ou enregistrées ayant besoin d’acquérir des compétences en techniques vocales des musiques actuelles.  
**Description du programme**  
Un stage intensif de 80 heures durant 3 semaines qui permet d’acquérir ou développer les compétences et techniques utiles au chanteur, de préparation vocale, de musicalité et d’interprétation face à un public ou en situation d’enregistrement.  
**Objectifs pédagogiques (être capable de)**  
Entretenir et élargir sa palette vocale ▪ Appliquer une musicalité cohérente avec l’œuvre chantée ▪ Ajuster sa performance chantée aux conditions acoustiques et techniques du lieu. ▪ Adapter sa voix chantée à une interprétation scénique ▪ Adapter sa voix chantée aux contraintes spécifiques de l’enregistrement en studio  
**Intervenants**  
Anouk Manetti, Anne-Claire Marin, Maryline Guitton, Francis Médoc, Mélanie Dahan, Bertrand Louis, Julien Rosa, Tristan Haspala, NESLES, Albane Aubry, Gosia Kasprzycka  
**Public visé**  
Chanteur.euse.s, Musicien.ne.s, Autres artistes-interprètes  
**Pré-requis**  
Avoir une expérience en tant que chanteur.euse et un projet professionnel dans les musiques actuelles  
**Conditions d’accès**  
Sur dossier (lettre de motivation, bio et photo)  
**Date**  
du 19/01/2026 au 06/02/2026  
**Horaires**  
80 heures sur 3 semaine(s) / 5 jours par semaine de 10 h à 18 h  
**Effectif**  
3 à 7 personnes  
**Lieu de la formation**  
ACP la Manufacture Chanson - 124 avenue de la République 75011 Paris  
**Coût de la formation**  
3000 € ttc (ou 2500 € ttc en accès individuel)  
comprenant 1 présentation aux épreuves de certification",Paris,124 avenue de la république 75011 paris,75011,2026-02-06 09:00:00+00:00,"Evenement : Stage - La voix chantée dans les Musiques Actuelles – Parcours intensif. Lieu : 124 avenue de la république 75011 paris, Paris. Date : 06/02/2026. Description : **Stage - La voix chantée dans les Musiques Actuelles – Parcours intensif**  
Explorez le potentiel de votre voix ! De l'échauffement à la scène, en passant par l'enregistrement, cette formation certifiante vous permettra de développer vos compétences et votre identité vocale.  
**Finalités**  
Une préparation aux épreuves de la certification professionnelle « la voix chantée dans les musiques actuelles » enregistrée au répertoire spécifique de France Compétences (fiche n° RS7257) à destination des artistes-interprètes, comédiens, musiciens, danseurs et autres professionnels du spectacle pouvant participer à des prestations scéniques ou enregistrées ayant besoin d’acquérir des compétences en techniques vocales des musiques actuelles.  
**Description du programme**  
Un stage intensif de 80 heures durant 3 semaines qui permet d’acquérir ou développer les compétences et techniques utiles au chanteur, de préparation vocale, de musicalité et d’interprétation face à un public ou en situation d’enregistrement.  
**Objectifs pédagogiques (être capable de)**  
Entretenir et élargir sa palette vocale ▪ Appliquer une musicalité cohérente avec l’œuvre chantée ▪ Ajuster sa performance chantée aux conditions acoustiques et techniques du lieu. ▪ Adapter sa voix chantée à une interprétation scénique ▪ Adapter sa voix chantée aux contraintes spécifiques de l’enregistrement en studio  
**Intervenants**  
Anouk Manetti, Anne-Claire Marin, Maryline Guitton, Francis Médoc, Mélanie Dahan, Bertrand Louis, Julien Rosa, Tristan Haspala, NESLES, Albane Aubry, Gosia Kasprzycka  
**Public visé**  
Chanteur.euse.s, Musicien.ne.s, Autres artistes-interprètes  
**Pré-requis**  
Avoir une expérience en tant que chanteur.euse et un projet professionnel dans les musiques actuelles  
**Conditions d’accès**  
Sur dossier (lettre de motivation, bio et photo)  
**Date**  
du 19/01/2026 au 06/02/2026  
**Horaires**  
80 heures sur 3 semaine(s) / 5 jours par semaine de 10 h à 18 h  
**Effectif**  
3 à 7 personnes  
**Lieu de la formation**  
ACP la Manufacture Chanson - 124 avenue de la République 75011 Paris  
**Coût de la formation**  
3000 € ttc (ou 2500 € ttc en accès individuel)  
comprenant 1 présentation aux épreuves de certification"
